,code,name,cl,clname,gxsj
1060,300132,青松股份,2,策略1-处于弱势区域 rs2,202007262355
1063,300492,华图山鼎,2,策略1-处于弱势区域 rs2,202007262355
1064,300715,凯伦股份,2,策略1-处于弱势区域 rs2,202007262355
1066,603189,网达软件,2,策略1-处于弱势区域 rs2,202007262355
1071,601878,浙商证券,2,策略1-处于弱势区域 rs2,202007262355
1075,002168,惠程科技,2,策略1-处于弱势区域 rs2,202007262355
1076,600239,云南城投,2,策略1-处于弱势区域 rs2,202007262355
1077,300468,四方精创,2,策略1-处于弱势区域 rs2,202007262355
1079,300653,正海生物,2,策略1-处于弱势区域 rs2,202007262355
1080,603313,梦百合,2,策略1-处于弱势区域 rs2,202007262355
1086,300166,东方国信,2,策略1-处于弱势区域 rs2,202007262355
1088,300598,诚迈科技,2,策略1-处于弱势区域 rs2,202007262355
1099,002852,道道全,2,策略1-处于弱势区域 rs2,202007262355
1101,601788,XD光大证,2,策略1-处于弱势区域 rs2,202007262355
1103,002398,垒知集团,2,策略1-处于弱势区域 rs2,202007262355
