,code,name,cl,clname,gxsj
549,600581,八一钢铁,1,策略4----高于50(向上趋势中) d50,202007112220
557,600929,湖南盐业,1,策略4----高于50(向上趋势中) d50,202007112220
558,002772,众兴菌业,1,策略4----高于50(向上趋势中) d50,202007112220
560,603767,中马传动,1,策略4----高于50(向上趋势中) d50,202007112220
565,601901,方正证券,1,策略4----高于50(向上趋势中) d50,202007112220
569,002746,仙坛股份,1,策略4----高于50(向上趋势中) d50,202007112220
571,002246,北化股份,1,策略4----高于50(向上趋势中) d50,202007112220
575,300407,凯发电气,1,策略4----高于50(向上趋势中) d50,202007112220
577,001696,宗申动力,1,策略4----高于50(向上趋势中) d50,202007112220
579,300551,古鳌科技,1,策略4----高于50(向上趋势中) d50,202007112220
584,002674,兴业科技,1,策略4----高于50(向上趋势中) d50,202007112220
586,000498,山东路桥,1,策略4----高于50(向上趋势中) d50,202007112220
588,600297,广汇汽车,1,策略4----高于50(向上趋势中) d50,202007112220
592,600774,汉商集团,1,策略4----高于50(向上趋势中) d50,202007112220
595,002004,华邦健康,1,策略4----高于50(向上趋势中) d50,202007112220
597,000417,合肥百货,1,策略4----高于50(向上趋势中) d50,202007112220
599,300648,星云股份,1,策略4----高于50(向上趋势中) d50,202007112220
604,300056,中创环保,1,策略4----高于50(向上趋势中) d50,202007112220
606,002644,佛慈制药,1,策略4----高于50(向上趋势中) d50,202007112220
610,603059,倍加洁,1,策略4----高于50(向上趋势中) d50,202007112220
613,601990,南京证券,1,策略4----高于50(向上趋势中) d50,202007112220
616,002676,顺威股份,1,策略4----高于50(向上趋势中) d50,202007112220
624,002312,三泰控股,1,策略4----高于50(向上趋势中) d50,202007112220
628,600814,杭州解百,1,策略4----高于50(向上趋势中) d50,202007112220
630,002325,洪涛股份,1,策略4----高于50(向上趋势中) d50,202007112220
634,600141,兴发集团,1,策略4----高于50(向上趋势中) d50,202007112220
635,300306,远方信息,1,策略4----高于50(向上趋势中) d50,202007112220
637,002910,庄园牧场,1,策略4----高于50(向上趋势中) d50,202007112220
641,000895,双汇发展,1,策略4----高于50(向上趋势中) d50,202007112220
644,000096,广聚能源,1,策略4----高于50(向上趋势中) d50,202007112220
646,600722,金牛化工,1,策略4----高于50(向上趋势中) d50,202007112220
649,600765,中航重机,1,策略4----高于50(向上趋势中) d50,202007112220
651,002111,威海广泰,1,策略4----高于50(向上趋势中) d50,202007112220
653,600470,六国化工,1,策略4----高于50(向上趋势中) d50,202007112220
654,002511,中顺洁柔,1,策略4----高于50(向上趋势中) d50,202007112220
656,000893,东凌国际,1,策略4----高于50(向上趋势中) d50,202007112220
658,600823,世茂股份,1,策略4----高于50(向上趋势中) d50,202007112220
663,601699,潞安环能,1,策略4----高于50(向上趋势中) d50,202007112220
664,300110,华仁药业,1,策略4----高于50(向上趋势中) d50,202007112220
667,603228,景旺电子,1,策略4----高于50(向上趋势中) d50,202007112220
670,600887,伊利股份,1,策略4----高于50(向上趋势中) d50,202007112220
672,300070,碧水源,1,策略4----高于50(向上趋势中) d50,202007112220
